Date,Sales
2020-03-24,87.75256002343069
2020-03-25,86.42863597192544
2020-03-26,92.32128336282999
2020-03-27,110.45364074740395
2020-03-28,109.52226628502429
2020-03-29,106.64295984975375
2020-03-30,123.31233320879561
2020-03-31,125.66213351817173
2020-04-01,140.88950707704961
2020-04-02,130.42162322318492
2020-04-03,139.87133939497755
2020-04-04,144.1620149476779
2020-04-05,137.40871276938623
2020-04-06,157.83034681917115
2020-04-07,159.0580065650144
2020-04-08,156.77293683213676
2020-04-09,153.34631798226366
2020-04-10,139.2618969426861
2020-04-11,145.79708220882193
2020-04-12,142.18995149815674
2020-04-13,132.43721411720466
2020-04-14,133.15672954751602
2020-04-15,132.84709293028533
2020-04-16,141.70544107220903
2020-04-17,118.89896004317751
2020-04-18,114.5715759680831
2020-04-19,106.86517413014278
2020-04-20,85.00985220809916
2020-04-21,101.65584065377259
2020-04-22,101.49366855797797
2020-04-23,125.79813600591714
2020-04-24,100.82041502794323
2020-04-25,108.58477989690857
2020-04-26,109.18295454822795
2020-04-27,102.77842748712922
2020-04-28,131.59924270747155
2020-04-29,133.9294418794268
2020-04-30,140.83213017001881
2020-05-01,130.33963529867043
2020-05-02,159.70054994621654
2020-05-03,137.35990290792955
2020-05-04,162.1821200918992
2020-05-05,182.17887118370425
2020-05-06,153.19423347211563
2020-05-07,159.01492922208496
2020-05-08,165.94876859148565
2020-05-09,158.88788544975023
2020-05-10,146.13942272742608
2020-05-11,158.91961785943283
2020-05-12,143.22451220106052
2020-05-13,153.4263637906697
2020-05-14,133.8057969967353
2020-05-15,152.53638108721248
2020-05-16,123.24150181163846
2020-05-17,122.16301942769938
2020-05-18,128.36169690944928
2020-05-19,103.53144279836194
2020-05-20,114.70261638202805
2020-05-21,123.22285962598616
2020-05-22,93.04698678785256
2020-05-23,111.24250614128444
2020-05-24,113.57330529313579
2020-05-25,121.61798786624263
2020-05-26,105.39101781139662
2020-05-27,109.4910944073789
2020-05-28,133.62088289338743
2020-05-29,137.61041095978803
2020-05-30,143.6571918779443
2020-05-31,151.12844461648461
2020-06-01,147.10281229596777
2020-06-02,161.93140318235962
2020-06-03,167.47472656178044
2020-06-04,161.36125342023792
2020-06-05,189.98779450976716
2020-06-06,177.64668840212764
2020-06-07,161.26967264347988
2020-06-08,178.7186307521476
2020-06-09,160.12969301071132
2020-06-10,174.33528682369425
2020-06-11,173.66395780329273
2020-06-12,148.7140689756979
2020-06-13,160.86425330641373
2020-06-14,149.39529898129928
2020-06-15,147.52508900984273
2020-06-16,152.58201709119265
2020-06-17,126.003096250621
2020-06-18,116.53317699402373
2020-06-19,111.76332541462861
2020-06-20,110.22378190840462
2020-06-21,116.58125471422092
2020-06-22,121.03813997902495
2020-06-23,121.97183801884887
2020-06-24,130.3020443137268
2020-06-25,126.12099651385357
2020-06-26,145.46145398469204
2020-06-27,133.9853515797361
2020-06-28,170.07270856824948
2020-06-29,155.6393895270327
2020-06-30,147.32283963224924
2020-07-01,151.42458720603875
2020-07-02,172.66404303807838
2020-07-03,170.53982665043225
2020-07-04,183.8752252163196
2020-07-05,184.29287831895218
2020-07-06,180.41052274133816
2020-07-07,172.94522310971942
2020-07-08,165.2350750938478
2020-07-09,173.6418128672113
2020-07-10,183.25888140440162
2020-07-11,172.44939212941782
2020-07-12,152.6939570469923
2020-07-13,161.1927539473795
2020-07-14,157.3511161841198
2020-07-15,138.69636572278384
2020-07-16,143.38179099900577
2020-07-17,137.26951727000682
2020-07-18,120.8712883341895
2020-07-19,132.4667959892638
2020-07-20,132.2201826966384
2020-07-21,136.41323691501185
2020-07-22,136.39509342610467
2020-07-23,113.65868902087489
2020-07-24,120.8824140991126
2020-07-25,139.3717829420582
2020-07-26,144.29442539713787
2020-07-27,150.01284945007328
2020-07-28,189.62878448379783
2020-07-29,163.32207383121144
2020-07-30,175.48052427311518
2020-07-31,179.90398249647902
2020-08-01,182.58368407360175
2020-08-02,177.85221473218442
2020-08-03,192.5553651552285
2020-08-04,180.06270260273814
2020-08-05,187.00107847540392
2020-08-06,184.7899774870096
2020-08-07,189.4327414094668
2020-08-08,209.48400072951372
2020-08-09,164.25269421014653
2020-08-10,185.40150926675807
2020-08-11,157.25463879711276
2020-08-12,162.97207870587025
2020-08-13,172.61790103140223
2020-08-14,156.40819295064694
2020-08-15,139.29754483515455
2020-08-16,137.7648456678443
2020-08-17,147.3274214767398
2020-08-18,129.81570874350672
2020-08-19,137.00737600367296
2020-08-20,134.26889555719433
2020-08-21,127.57152210459459
2020-08-22,157.10527626859613
2020-08-23,144.83030739634106
2020-08-24,122.20045707829281
2020-08-25,149.25156171060718
2020-08-26,146.4749606142258
2020-08-27,167.85625560010976
2020-08-28,157.91841401484967
2020-08-29,171.20795613153726
2020-08-30,183.6442903262487
2020-08-31,192.95777617714214
2020-09-01,177.23239578292723
2020-09-02,189.85111326678341
2020-09-03,191.2719543114014
2020-09-04,191.06642489196403
2020-09-05,215.5286080430087
2020-09-06,200.89426980011032
2020-09-07,181.95902819432544
2020-09-08,200.33441828150876
2020-09-09,207.99092200803636
2020-09-10,191.93690278941787
2020-09-11,160.7281503791216
2020-09-12,165.11650700796292
2020-09-13,176.66495692645566
2020-09-14,151.22875063315695
2020-09-15,157.58652971680337
2020-09-16,156.50823719658337
2020-09-17,136.0805230197945
2020-09-18,142.47798922213238
2020-09-19,109.63095643236255
2020-09-20,132.074101842207
2020-09-21,141.37060653630843
2020-09-22,134.24373802840955
2020-09-23,167.0064486590823
2020-09-24,141.31605745820372
2020-09-25,156.92283306983694
2020-09-26,168.8697806999055
2020-09-27,188.48680696473517
2020-09-28,166.22715170930883
2020-09-29,198.45650773289083
2020-09-30,192.63300752053388
2020-10-01,187.6507260179027
2020-10-02,206.04761304272273
2020-10-03,206.24245705364277
2020-10-04,199.82800112101032
2020-10-05,206.80253916499504
2020-10-06,201.22176939678027
2020-10-07,203.93349386508547
2020-10-08,206.0075582310687
2020-10-09,210.85998087426069
2020-10-10,177.464547870535
2020-10-11,205.4826364601215
2020-10-12,158.6684224162976
2020-10-13,170.70844715913051
2020-10-14,172.4190700290876
2020-10-15,164.18870678758856
2020-10-16,150.76535413898117
2020-10-17,151.49905790689968
2020-10-18,146.3736861110592
2020-10-19,144.38043493850833
2020-10-20,159.04445190065724
2020-10-21,155.6968955847876
2020-10-22,148.02292657034863
2020-10-23,167.90878704899558
2020-10-24,166.9209191214734
2020-10-25,177.6823518000935
2020-10-26,182.0891160211779
2020-10-27,174.0145766397504
2020-10-28,183.21441549403082
2020-10-29,202.52825893747075
2020-10-30,206.8648322395696
2020-10-31,205.4872492636377
2020-11-01,210.83030480807508
2020-11-02,225.25896173068952
2020-11-03,208.1449086791371
2020-11-04,219.80594480169236
2020-11-05,211.28343151595607
2020-11-06,208.85196105519793
2020-11-07,218.60447268062725
2020-11-08,211.4844288775846
2020-11-09,206.20825189370706
2020-11-10,205.43754345999926
2020-11-11,186.6297915027473
2020-11-12,187.27628049733315
2020-11-13,171.66368307320425
2020-11-14,172.85090431001956
2020-11-15,163.92137146840753
2020-11-16,162.78069273529675
2020-11-17,165.48571838691376
2020-11-18,150.32232835051283
2020-11-19,179.7027563621987
2020-11-20,150.29701958503722
2020-11-21,151.04058906997494
2020-11-22,178.72434970456086
2020-11-23,179.99500352723382
2020-11-24,184.0253814571224
2020-11-25,190.30673536948186
2020-11-26,190.4125116953989
2020-11-27,188.07413485603908
2020-11-28,204.0438211430729
2020-11-29,202.21996514501097
2020-11-30,223.67791521235412
2020-12-01,216.41690983486288
2020-12-02,212.4577934797772
2020-12-03,219.07721682586256
2020-12-04,226.69473820764532
2020-12-05,215.8985651871524
2020-12-06,211.03702180670282
2020-12-07,218.28402895057178
2020-12-08,213.9103837736888
2020-12-09,201.2341764548863
2020-12-10,195.9028250071701
2020-12-11,196.970705134893
2020-12-12,174.20636004430756
2020-12-13,168.92216557027058
2020-12-14,170.65525124750815
2020-12-15,171.3187831698629
2020-12-16,173.15026141624682
2020-12-17,182.51816297693722
2020-12-18,175.3115840897649
2020-12-19,165.40995098060696
2020-12-20,168.39748399590454
2020-12-21,161.3876342263712
2020-12-22,175.18856228453356
2020-12-23,177.42224287329998
2020-12-24,189.24182156487905
2020-12-25,183.98142351621277
2020-12-26,203.95889724117706
2020-12-27,220.6045203758201
2020-12-28,210.428626751464
2020-12-29,221.23915215601875
2020-12-30,229.0586104701847
2020-12-31,222.10573160592315
2021-01-01,231.18414294070357
2021-01-02,230.6474519251076
2021-01-03,231.77263732527453
2021-01-04,222.0361655515346
2021-01-05,227.73478017985383
2021-01-06,229.0575924230041
2021-01-07,234.20260681544897
2021-01-08,224.126769144347
2021-01-09,230.37548531336577
2021-01-10,195.20718280733348
2021-01-11,205.64086250138453
2021-01-12,193.06067604631696
2021-01-13,207.96817546710614
2021-01-14,173.60072450832712
2021-01-15,169.87442001335586
2021-01-16,170.00112702789863
2021-01-17,153.72648328954372
2021-01-18,169.98223873833075
2021-01-19,169.2267721342915
2021-01-20,181.14731841240857
2021-01-21,187.02170607712603
2021-01-22,207.30099032955752
2021-01-23,203.74932701825554
2021-01-24,194.71514907000926
2021-01-25,198.0117380601787
2021-01-26,218.4267756357571
2021-01-27,206.54434884072307
2021-01-28,243.76707526846982
2021-01-29,242.18202443518345
2021-01-30,229.65663247863145
2021-01-31,220.0423255065878
2021-02-01,252.2907043338409
2021-02-02,237.88093056215715
2021-02-03,250.3748791847209
2021-02-04,219.77585452421772
2021-02-05,226.31431195590918
2021-02-06,227.97406040957733
2021-02-07,223.23431949603963
2021-02-08,212.57345869835515
2021-02-09,217.3396104345863
2021-02-10,194.47190451524912
2021-02-11,198.03391381361703
2021-02-12,195.5035551269457
2021-02-13,195.05854837736308
2021-02-14,193.6182398909497
2021-02-15,172.97908523885724
2021-02-16,167.85475150018272
2021-02-17,196.24700984902057
2021-02-18,188.37169154452147
2021-02-19,180.388967856978
2021-02-20,207.34611874947694
2021-02-21,197.92648095522418
2021-02-22,214.26851315193105
2021-02-23,209.3898231156313
2021-02-24,235.8338166973794
2021-02-25,239.291445020021
2021-02-26,225.48749210103608
2021-02-27,243.3986497943668
2021-02-28,245.0718353987193
2021-03-01,256.265157249899
2021-03-02,235.7548888665927
2021-03-03,253.84294786706826
2021-03-04,257.84102655807635
2021-03-05,228.63977387565222
2021-03-06,232.11799866040087
2021-03-07,220.14619308274285
2021-03-08,233.45800774284723
2021-03-09,238.1703887912488
2021-03-10,240.32813660900516
2021-03-11,220.082511590206
2021-03-12,229.66471693968535
2021-03-13,193.88714675657837
2021-03-14,185.4972270911721
2021-03-15,197.58913572270671
2021-03-16,198.57319827435091
2021-03-17,192.12901135119216
2021-03-18,170.75192488203726
2021-03-19,190.8094939098047
2021-03-20,180.2343090945742
2021-03-21,202.80101138574113
2021-03-22,203.73103413011714
2021-03-23,195.601389423919
2021-03-24,205.56732481282273
2021-03-25,206.35295575753798
2021-03-26,222.82999915072477
2021-03-27,239.51991247549867
2021-03-28,226.35032579736827
2021-03-29,246.95385811489933
2021-03-30,241.54595239404037
2021-03-31,242.88056602684927
2021-04-01,252.56427254774522
2021-04-02,244.86046271778727
2021-04-03,249.9507413110058
2021-04-04,242.47884248889204
2021-04-05,271.8282877911196
2021-04-06,249.12160305495843
2021-04-07,237.3852736822639
2021-04-08,241.3652180155287
2021-04-09,232.4117382660331
2021-04-10,225.36232046557336
2021-04-11,227.75068115930355
2021-04-12,223.4936911140977
2021-04-13,205.45649268351568
2021-04-14,200.61688298012336
2021-04-15,200.21247948833863
2021-04-16,177.6671998596743
2021-04-17,184.50488793534765
2021-04-18,213.59988965427496
2021-04-19,217.95913390953262
2021-04-20,201.84437817677417
2021-04-21,214.0610739746033
2021-04-22,216.3431415075252
2021-04-23,249.72525474563898
2021-04-24,236.3712927656702
2021-04-25,230.4080668835457
2021-04-26,228.64353753937894
2021-04-27,228.3735757330453
2021-04-28,252.17848199329006
2021-04-29,247.515473799819
2021-04-30,244.81720992839297
2021-05-01,255.3992999797627
2021-05-02,252.6278585807341
2021-05-03,280.5891033901004
2021-05-04,271.5044716591722
2021-05-05,260.3317627236867
2021-05-06,271.7988615990381
2021-05-07,253.3866645135632
2021-05-08,238.8430295698008
2021-05-09,256.9967122105353
2021-05-10,241.1915695726491
2021-05-11,219.4670052905021
2021-05-12,222.24567990768548
2021-05-13,210.2357743006707
2021-05-14,200.77752075182346
2021-05-15,220.45522461006874
2021-05-16,228.01103058662866
2021-05-17,193.90157549403884
2021-05-18,213.79129202163253
2021-05-19,203.2334837581987
2021-05-20,207.693937409588
2021-05-21,210.6020177765542
2021-05-22,212.8211849401886
2021-05-23,227.65211561543217
2021-05-24,225.09649516211095
2021-05-25,242.62226373104951
2021-05-26,245.92701352578874
2021-05-27,250.27901114185386
2021-05-28,249.2986616890991
2021-05-29,257.54172062187564
2021-05-30,274.82411195752456
2021-05-31,275.1046533733288
2021-06-01,261.8982388437897
2021-06-02,272.94146276856407
2021-06-03,278.4323979982927
2021-06-04,251.94788900053638
2021-06-05,270.66347480883445
2021-06-06,254.21719652252585
2021-06-07,261.3923109439123
2021-06-08,242.36333254731048
2021-06-09,225.98410080405463
2021-06-10,221.79449512983155
2021-06-11,232.86036883003268
2021-06-12,229.81963452663004
2021-06-13,213.79280448532003
2021-06-14,225.80982639742305
2021-06-15,200.53211623413495
2021-06-16,215.45690592065424
2021-06-17,204.28189033199934
2021-06-18,211.4520010462924
2021-06-19,221.26963063529635
2021-06-20,216.15227604100033
2021-06-21,225.84598986958613
2021-06-22,245.4602801030252
2021-06-23,235.86753030588716
2021-06-24,256.50506926879945
2021-06-25,243.36277874860122
2021-06-26,266.1969860645677
2021-06-27,281.020437190991
2021-06-28,246.82344160118336
2021-06-29,267.53169981945945
2021-06-30,284.09665544378765
2021-07-01,277.8737901062424
2021-07-02,283.89005112288197
2021-07-03,273.1091275723138
2021-07-04,277.7382923613761
2021-07-05,271.90355320601157
2021-07-06,280.7517074034794
2021-07-07,266.4609853658902
2021-07-08,261.60240340838504
2021-07-09,248.14460482437207
2021-07-10,241.42430994283558
2021-07-11,236.28439016011959
2021-07-12,239.39738360809548
2021-07-13,226.85657860305847
2021-07-14,230.55210305351068
2021-07-15,246.131777518176
2021-07-16,233.05940361634143
2021-07-17,221.36226968284265
2021-07-18,238.21295402085065
2021-07-19,224.9453428668137
2021-07-20,212.60561701695858
2021-07-21,227.84113487760732
2021-07-22,224.91988547551958
2021-07-23,246.35176683560246
2021-07-24,256.5627846149409
2021-07-25,279.6546730928271
2021-07-26,272.3986706979542
2021-07-27,272.6441983712203
2021-07-28,288.0643950891881
2021-07-29,261.6197519589823
2021-07-30,288.91253242796495
2021-07-31,295.8433485804391
2021-08-01,273.6231826062676
2021-08-02,298.8169725464383
2021-08-03,288.4878112364885
2021-08-04,277.53789909582133
2021-08-05,283.6321581228415
2021-08-06,294.85415818581856
2021-08-07,268.27549201311535
2021-08-08,262.9760330234974
2021-08-09,249.9372158630554
2021-08-10,240.3419810185652
2021-08-11,251.9866730246519
2021-08-12,230.73603782706968
2021-08-13,236.6004695316375
2021-08-14,228.83164773896752
2021-08-15,237.36840751438555
2021-08-16,236.18957873228763
2021-08-17,244.80666691668733
2021-08-18,232.1563852833787
2021-08-19,238.51856569070037
2021-08-20,236.36481350385523
2021-08-21,247.41532475991397
2021-08-22,261.8703592813618
2021-08-23,272.1789396643957
2021-08-24,261.89909940319535
2021-08-25,286.05590883626604
2021-08-26,296.62203492225575
2021-08-27,292.13514098448724
2021-08-28,310.7295158495391
2021-08-29,287.0489475307406
2021-08-30,283.9186022833524
2021-08-31,278.85229524992036
2021-09-01,310.57032790415803
2021-09-02,299.87695639998174
2021-09-03,289.3653842006221
2021-09-04,288.3344783998735
2021-09-05,269.1227918096885
2021-09-06,299.1448019335951
2021-09-07,270.0164916551436
2021-09-08,263.8552254794041
2021-09-09,264.32854362709736
2021-09-10,256.7238598514739
2021-09-11,249.76616900384698
2021-09-12,236.21051527988766
2021-09-13,246.5533584528758
2021-09-14,259.62930689656906
2021-09-15,254.53761081586507
2021-09-16,258.5935864153994
2021-09-17,240.3748451825116
2021-09-18,239.55171951594556
2021-09-19,253.12503413557909
2021-09-20,260.64595915845933
2021-09-21,277.26972221051966
2021-09-22,255.91485987569135
2021-09-23,294.64670851447505
2021-09-24,284.0102233243169
2021-09-25,287.0272983096294
2021-09-26,286.1102008745461
2021-09-27,283.64344368019755
2021-09-28,311.24899803629273
2021-09-29,305.3287816632477
2021-09-30,291.9703414164498
2021-10-01,290.88954974352725
2021-10-02,298.20590551843736
2021-10-03,314.84189883751725
2021-10-04,291.1693312979368
2021-10-05,273.5767054263881
2021-10-06,280.4603041714651
2021-10-07,274.22749681281164
2021-10-08,244.02286377883635
2021-10-09,264.7583813978293
2021-10-10,257.8348749069169
2021-10-11,262.7198450840868
2021-10-12,270.83527345869123
2021-10-13,261.33477785189046
2021-10-14,246.35062770116755
2021-10-15,238.24860394179575
2021-10-16,276.62577085640123
2021-10-17,254.30963896186555
2021-10-18,257.8175133125575
2021-10-19,262.3721051403728
2021-10-20,270.30001031814817
2021-10-21,273.1146555814673
2021-10-22,275.3333387789337
2021-10-23,282.1130685823624
2021-10-24,293.4932222828433
2021-10-25,294.0923139726625
2021-10-26,297.33323947527333
2021-10-27,309.48676535067136
2021-10-28,308.697972697362
2021-10-29,327.8659845520877
2021-10-30,286.59070500482727
2021-10-31,322.98585865828505
2021-11-01,322.2550571112119
2021-11-02,285.64823393543935
2021-11-03,298.5688215456663
2021-11-04,293.1241789725082
2021-11-05,277.07307054004326
2021-11-06,277.4070183092765
2021-11-07,268.1164244284907
2021-11-08,291.05448717214057
2021-11-09,277.73145681537596
2021-11-10,276.7037850607912
2021-11-11,267.7928858245672
2021-11-12,247.00906251913796
2021-11-13,252.02476461881537
2021-11-14,262.43806131638877
2021-11-15,246.9013474098801
2021-11-16,269.0778915983413
2021-11-17,263.50541908674444
2021-11-18,267.09560061087416
2021-11-19,283.65921506740114
2021-11-20,287.2313454904644
2021-11-21,285.6907498644434
2021-11-22,307.4054087033053
2021-11-23,291.2405743839016
2021-11-24,313.9163704283401
2021-11-25,318.6231625566255
2021-11-26,313.5574513555098
2021-11-27,322.73952776888893
2021-11-28,308.5453715773049
2021-11-29,330.5711259557236
2021-11-30,318.45222144952754
2021-12-01,312.79742765594267
2021-12-02,325.10268119278675
2021-12-03,303.1827132559392
2021-12-04,290.9844273437283
2021-12-05,283.8123484268802
2021-12-06,299.47573737353855
2021-12-07,274.64834203308305
2021-12-08,299.31017723264563
2021-12-09,255.7858314799604
2021-12-10,289.183250468647
2021-12-11,270.9167925310585
2021-12-12,265.5629017875034
2021-12-13,260.0512290884206
2021-12-14,269.7661295225273
2021-12-15,266.9767311494482
2021-12-16,281.2113787916803
2021-12-17,275.28140222984297
2021-12-18,280.5772789758855
2021-12-19,281.143945938125
2021-12-20,290.44970881329067
2021-12-21,300.60888188645123
2021-12-22,286.9408794179938
2021-12-23,296.79980611374003
2021-12-24,323.42010797402185
2021-12-25,322.6312570331184
2021-12-26,323.04353506002013
2021-12-27,327.89298955201883
2021-12-28,332.76277706967176
2021-12-29,324.16371163545796
2021-12-30,320.7486482348317
